"input_number","radius","time_getblocksnearby","time_doaggregate","time_batch_summarize","nrows_blocks","nrows_results_bysite","time_ejamit"
24494,13,174.552,637.413,0.842000000000098,234484144,24486,783.704
15978,2,55.4720000000002,0,0,6975227,0,0
12368,3,44.9490000000001,53.114,0.438000000000102,10747794,12359,100.333
24409,7,112.23,298.839,0.856999999999971,87774500,24398,383.752
27297,4,104.473,153.912,0.942999999999756,38322326,27279,255.819
3455,10,17.5349999999999,64.614,0.132999999999811,21982879,3455,80.288
16052,2,54.096,0,0,6962099,0,0
12402,8,60.9219999999996,185.318,0.444999999999709,56524414,12393,224.216
17800,5,68.0129999999999,0,0,36642554,0,0
2208,15,13.9399999999996,72.3199999999997,0.221999999999753,26752922,2208,88.527
776,9,3.76199999999972,15.3230000000003,0.0470000000004802,4192866,776,21.1559999999999
10279,4,37.9780000000001,62.5860000000002,0.369999999999891,14400139,10272,100.76
11384,9,62.6970000000001,193.255,0.402999999999338,61971727,11380,239.065
5386,5,20.5830000000005,43.1579999999994,0.195000000000618,11255447,5383,64.7659999999996
18721,1,61.5709999999999,28.4479999999994,0.66399999999976,2386257,18555,106.314
14457,4,56.866,89.134,0.640999999999622,20562901,14452,142.887
6788,8,32.8220000000001,102.124,0.248999999999796,30622330,6784,133.427000000001
27433,12,175.422,0,0,236139551,0,0
25188,5,98.6270000000004,190.913,0.865999999999985,51609891,25176,293.789
14166,1,46.2350000000006,21.8780000000006,0.4950000000008,1804681,14037,78.014000000001
5432,1,17.2979999999989,9.01600000000144,0.193999999999505,687415,5378,31.7610000000004
19620,11,124.741,419.865,0.691000000000713,143951475,19609,510.323999999999
14737,3,52.1939999999995,62.5400000000009,0.520999999998821,13019907,14722,119.726000000001
29389,11,175.504999999999,629.903,1.00300000000061,217844525,29377,775.155999999999
6046,14,37.9920000000002,184.538999999999,0.357999999998356,65150762,6042,211.681
5559,1,18.4740000000002,9.43500000000131,0.202000000001135,692137,5505,32.4899999999998
16391,12,104.534,393.074000000001,0.568999999999505,140626635,16387,481.222
8068,4,29.1780000000017,48.7250000000004,0.281999999999243,11615405,8064,79.2219999999998
28366,1,93.5009999999984,43.1610000000001,1.00099999999838,3584241,28104,155.673999999999
29071,2,102.672,79.396999999999,1.05599999999868,12470750,29036,189.388999999999
19967,1,66.4359999999997,32.0159999999996,0.695999999999913,2526486,19816,112.655000000001
22837,5,99.8139999999985,0,0,46719166,0,0
5932,9,31.4840000000004,106.172,0.226999999998952,32122488,5929,134.714
19970,3,72.8350000000009,86.1679999999997,0.707000000000335,17433757,19950,156.508
21742,4,83.0749999999989,126.596,0.774999999999636,31073605,21727,204.620000000001
6009,4,21.1859999999997,37.0480000000007,0.22400000000016,8521126,6007,60.6129999999994
10777,8,54.4889999999996,162.982,0.387000000000626,48155213,10771,199.559999999999
14017,3,49.7939999999999,57.6399999999994,0.498999999999796,12214427,14002,111.9
22748,7,109.416000000001,274.785,0.832000000000335,81202760,22734,365.929
13472,7,58.780999999999,155.542999999998,0.47700000000259,47539078,13467,211.288999999997
23527,2,79.8029999999999,63.5090000000018,0.843000000000757,10105076,23482,151.987000000001
